epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,62.1283,0.45249,1.17939,0.9999,0.81038,0.7083,0.76789,0.72716,0.36038,0.65745,0.80123,0.000127423,0.000127423,0.000127423
2,123.696,0.3967,0.87306,0.94507,0.80232,0.62525,0.73331,0.6882,0.36533,0.65874,0.81178,0.000250693,0.000250693,0.000250693
3,183.668,0.39729,0.84025,0.93932,0.80616,0.60701,0.66776,0.62698,0.37846,0.76066,0.80776,0.00036888,0.00036888,0.00036888
4,241.98,0.39851,0.83918,0.93452,0.86912,0.66112,0.78624,0.74111,0.36612,0.59959,0.78471,0.000362131,0.000362131,0.000362131
5,302.819,0.3907,0.80193,0.9295,0.80213,0.65493,0.72815,0.68578,0.36108,0.65099,0.77836,0.000354508,0.000354508,0.000354508
6,362.335,0.36941,0.75998,0.92188,0.86688,0.73606,0.80724,0.7598,0.35032,0.55652,0.77078,0.000346885,0.000346885,0.000346885
7,423.244,0.37253,0.73728,0.91515,0.87186,0.69976,0.80198,0.74937,0.34691,0.54739,0.77784,0.000339262,0.000339262,0.000339262
8,481.471,0.36479,0.71704,0.91549,0.84942,0.68253,0.79508,0.75123,0.3673,0.52674,0.78993,0.000331639,0.000331639,0.000331639
9,541.44,0.36508,0.69242,0.90789,0.85913,0.69253,0.78851,0.75029,0.35013,0.54308,0.77903,0.000324016,0.000324016,0.000324016
10,601.375,0.35692,0.6799,0.90892,0.82792,0.71529,0.77833,0.73483,0.35016,0.53782,0.78355,0.000316393,0.000316393,0.000316393
11,660.864,0.35455,0.6684,0.90672,0.79597,0.68839,0.7559,0.70272,0.35463,0.53957,0.78856,0.00030877,0.00030877,0.00030877
12,719.003,0.35225,0.6644,0.90996,0.86996,0.64756,0.79671,0.7489,0.3439,0.48668,0.77939,0.000301147,0.000301147,0.000301147
13,778.443,0.34644,0.67305,0.90726,0.83327,0.77089,0.818,0.77565,0.34415,0.49083,0.78729,0.000293524,0.000293524,0.000293524
14,839.929,0.34327,0.6513,0.90338,0.91289,0.7485,0.83095,0.78515,0.34788,0.51778,0.78386,0.000285901,0.000285901,0.000285901
15,901.367,0.34117,0.62505,0.90292,0.87862,0.76683,0.84471,0.79854,0.33942,0.41766,0.77565,0.000278278,0.000278278,0.000278278
16,962.517,0.33145,0.6036,0.89978,0.81643,0.76654,0.83953,0.79643,0.32086,0.44293,0.75945,0.000270655,0.000270655,0.000270655
17,1020.65,0.33026,0.59586,0.90063,0.93076,0.70604,0.84475,0.7939,0.33851,0.44659,0.80073,0.000263032,0.000263032,0.000263032
18,1081.49,0.33386,0.59603,0.90132,0.91951,0.75341,0.85243,0.80743,0.32903,0.42593,0.75769,0.000255409,0.000255409,0.000255409
19,1143.87,0.32407,0.58383,0.88952,0.88956,0.73012,0.84711,0.79481,0.3263,0.41036,0.76183,0.000247786,0.000247786,0.000247786
20,1174.43,0.32241,0.5818,0.89258,0.68247,0.7249,0.75982,0.71041,0.35438,0.45847,0.78594,0.000240163,0.000240163,0.000240163
21,1219.38,0.32327,0.55335,0.88917,0.89618,0.75214,0.85832,0.80719,0.34251,0.42181,0.78646,0.00023254,0.00023254,0.00023254
22,1293.74,0.31997,0.54714,0.89019,0.91525,0.7306,0.8243,0.77998,0.33369,0.42914,0.77335,0.000224917,0.000224917,0.000224917
23,1369.83,0.31277,0.53163,0.88442,0.78546,0.80114,0.85121,0.80499,0.31998,0.37044,0.75756,0.000217294,0.000217294,0.000217294
24,1444.36,0.31512,0.54112,0.88875,0.71546,0.80485,0.83959,0.79859,0.32816,0.38919,0.77792,0.000209671,0.000209671,0.000209671
25,1518.78,0.31806,0.54225,0.89205,0.87157,0.7586,0.84254,0.79875,0.31823,0.43657,0.77303,0.000202048,0.000202048,0.000202048
26,1593.26,0.30809,0.5414,0.88685,0.88944,0.72391,0.83684,0.78956,0.33172,0.42226,0.77516,0.000194425,0.000194425,0.000194425
27,1669.25,0.31019,0.51714,0.8825,0.88987,0.74503,0.85178,0.80717,0.33226,0.40144,0.77442,0.000186802,0.000186802,0.000186802
28,1743.84,0.30488,0.50796,0.88431,0.85535,0.80898,0.84101,0.78763,0.32602,0.46687,0.77625,0.000179179,0.000179179,0.000179179
29,1813.28,0.30066,0.49927,0.87739,0.75235,0.79027,0.84289,0.79543,0.33994,0.44868,0.79543,0.000171556,0.000171556,0.000171556
30,1854.23,0.29612,0.47539,0.87695,0.93717,0.71821,0.81704,0.77137,0.32813,0.41089,0.77084,0.000163933,0.000163933,0.000163933
31,1928.95,0.29804,0.47278,0.87489,0.72229,0.80755,0.83236,0.79215,0.32107,0.39773,0.75788,0.00015631,0.00015631,0.00015631
32,2003.01,0.29715,0.48445,0.8787,0.93745,0.70749,0.84228,0.79866,0.32026,0.37734,0.7876,0.000148687,0.000148687,0.000148687
33,2078.97,0.29502,0.48762,0.88137,0.7926,0.77064,0.81921,0.77884,0.31771,0.40469,0.77109,0.000141064,0.000141064,0.000141064
34,2153.29,0.2907,0.46969,0.87637,0.83134,0.78036,0.82757,0.79169,0.31668,0.4114,0.76229,0.000133441,0.000133441,0.000133441
35,2227.78,0.2873,0.46634,0.87357,0.80747,0.82943,0.86361,0.82845,0.3187,0.38719,0.76505,0.000125818,0.000125818,0.000125818
36,2303.54,0.28486,0.45574,0.86972,0.85301,0.74073,0.84634,0.81104,0.31539,0.38441,0.75961,0.000118195,0.000118195,0.000118195
37,2379.74,0.28232,0.45651,0.8712,0.82627,0.7608,0.82009,0.78311,0.32019,0.39376,0.77117,0.000110572,0.000110572,0.000110572
38,2454.2,0.28157,0.43689,0.87097,0.79601,0.82565,0.87157,0.83055,0.32133,0.38304,0.77542,0.000102949,0.000102949,0.000102949
39,2531.37,0.28228,0.43572,0.8722,0.78452,0.80757,0.85093,0.81063,0.3288,0.38782,0.77795,9.5326e-05,9.5326e-05,9.5326e-05
40,2606.96,0.27834,0.44126,0.87021,0.91354,0.78246,0.84205,0.8062,0.32845,0.39895,0.78171,8.7703e-05,8.7703e-05,8.7703e-05
41,2684.38,0.24057,0.27076,0.84314,0.70912,0.82989,0.85405,0.8142,0.32334,0.39002,0.76902,8.008e-05,8.008e-05,8.008e-05
42,2758.87,0.23618,0.23009,0.84311,0.83925,0.8269,0.87651,0.8415,0.31237,0.33806,0.75449,7.2457e-05,7.2457e-05,7.2457e-05
43,2834.9,0.22847,0.21172,0.83554,0.9437,0.7444,0.86747,0.83123,0.30947,0.33323,0.75685,6.4834e-05,6.4834e-05,6.4834e-05
44,2909.51,0.22809,0.21405,0.84012,0.84316,0.76038,0.84015,0.80352,0.31299,0.34236,0.76798,5.7211e-05,5.7211e-05,5.7211e-05
45,2984.2,0.22578,0.21938,0.83991,0.94177,0.72294,0.83132,0.79338,0.30478,0.34134,0.76398,4.9588e-05,4.9588e-05,4.9588e-05
46,3060.24,0.22204,0.20051,0.84036,0.92788,0.81051,0.87431,0.83215,0.31212,0.33541,0.7689,4.1965e-05,4.1965e-05,4.1965e-05
47,3134.93,0.22216,0.19651,0.83652,0.72012,0.85717,0.84515,0.80098,0.3166,0.34488,0.77587,3.4342e-05,3.4342e-05,3.4342e-05
48,3210.8,0.21786,0.18682,0.83164,0.92082,0.78337,0.87425,0.83433,0.31371,0.33145,0.77617,2.6719e-05,2.6719e-05,2.6719e-05
49,3285.27,0.21469,0.18034,0.83495,0.91832,0.78247,0.87298,0.82892,0.31061,0.33233,0.77112,1.9096e-05,1.9096e-05,1.9096e-05
50,3360.78,0.21254,0.18403,0.83513,0.91057,0.78661,0.87099,0.82727,0.30912,0.33459,0.76944,1.1473e-05,1.1473e-05,1.1473e-05
