annotator,applies_to,created_at,id,image,label,lead_time,updated_at
2,,2026-05-18T20:03:27.325704Z,3000,/data/local-files/?d=alloy_elsevier_contents/img1000.jpg,"[{""x"": 0.306056187149941, ""y"": 0.18373518881584214, ""width"": 100.0, ""height"": 56.01724616640513, ""rotation"": 0, ""rectanglelabels"": [""A""], ""original_width"": 2754, ""original_height"": 2643}, {""x"": 47.35258430097472, ""y"": 56.657871609165916, ""width"": 43.80023492885021, ""height"": 44.29765649206445, ""rotation"": 0, ""rectanglelabels"": [""C""], ""original_width"": 2754, ""original_height"": 2643}, {""x"": 1.5584785535135475, ""y"": 55.789222419445004, ""width"": 44.23350599861873, ""height"": 42.52336955470057, ""rotation"": 0, ""rectanglelabels"": [""B""], ""original_width"": 2754, ""original_height"": 2643}]",104.565,2026-05-14T23:40:32.325725Z
2,,2026-05-16T20:31:44.593366Z,3001,/data/local-files/?d=alloy_elsevier_contents/img101.jpg,"[{""x"": 0.0, ""y"": 1.2993241753141014, ""width"": 96.40768531967917, ""height"": 99.74561898157565, ""rotation"": 0, ""rectanglelabels"": [""single""], ""original_width"": 2368, ""original_height"": 1581}]",12.849,2026-05-17T12:43:11.593387Z
2,,2026-05-19T03:17:20.030340Z,3002,/data/local-files/?d=alloy_elsevier_contents/img1016.jpg,"[{""x"": 0.0, ""y"": 0.48378995570313044, ""width"": 33.74674449413663, ""height"": 32.7353376993173, ""rotation"": 0, ""rectanglelabels"": [""A""], ""original_width"": 3159, ""original_height"": 2530}, {""x"": 34.46797907177638, ""y"": 1.0994510002658089, ""width"": 32.47300978149897, ""height"": 30.7844518710196, ""rotation"": 0, ""rectanglelabels"": [""B""], ""original_width"": 3159, ""original_height"": 2530}, {""x"": 67.9959961161066, ""y"": 0.0, ""width"": 32.57214726449814, ""height"": 31.553161155257357, ""rotation"": 0, ""rectanglelabels"": [""C""], ""original_width"": 3159, ""original_height"": 2530}, {""x"": 68.05781710942361, ""y"": 32.77813018004178, ""width"": 31.261851359687693, ""height"": 31.92172490174562, ""rotation"": 0, ""rectanglelabels"": [""F""], ""original_width"": 3159, ""original_height"": 2530}, {""x"": 0.10241963108912389, ""y"": 31.58040433943527, ""width"": 32.90888628569474, ""height"": 30.826633517507283, ""rotation"": 0, ""rectanglelabels"": [""D""], ""original_width"": 3159, ""original_height"": 2530}, {""x"": 34.77317797363136, ""y"": 32.436519917084084, ""width"": 31.706489352862853, ""height"": 30.989638240400406, ""rotation"": 0, ""rectanglelabels"": [""E""], ""original_width"": 3159, ""original_height"": 2530}, {""x"": 66.94491217332896, ""y"": 63.478223923074374, ""width"": 33.32348413712668, ""height"": 36.10472732188711, ""rotation"": 0, ""rectanglelabels"": [""I""], ""original_width"": 3159, ""original_height"": 2530}, {""x"": 0.0, ""y"": 63.982913418257986, ""width"": 33.597484727662874, ""height"": 34.91719255181215, ""rotation"": 0, ""rectanglelabels"": [""G""], ""original_width"": 3159, ""original_height"": 2530}, {""x"": 33.58138690945466, ""y"": 63.948289712588945, ""width"": 32.35577013358308, ""height"": 36.34363938123358, ""rotation"": 0, ""rectanglelabels"": [""H""], ""original_width"": 3159, ""original_height"": 2530}]",268.779,2026-05-17T11:36:25.030362Z
2,,2026-05-17T21:43:20.749250Z,3003,/data/local-files/?d=alloy_elsevier_contents/img1018.jpg,"[{""x"": 1.3115033630290807, ""y"": 0.0, ""width"": 99.03992756525017, ""height"": 50.73591898945041, ""rotation"": 0, ""rectanglelabels"": [""A""], ""original_width"": 2371, ""original_height"": 2404}, {""x"": 0.028578881029393433, ""y"": 49.18017221743481, ""width"": 98.64134912627412, ""height"": 48.42150341013852, ""rotation"": 0, ""rectanglelabels"": [""C""], ""original_width"": 2371, ""original_height"": 2404}]",41.686,2026-05-19T10:43:59.749272Z
2,,2026-05-16T14:58:00.159132Z,3004,/data/local-files/?d=alloy_elsevier_contents/img1019.jpg,"[{""x"": 0.0, ""y"": 0.15967768864586462, ""width"": 34.47283249024268, ""height"": 48.80002553576411, ""rotation"": 0, ""rectanglelabels"": [""A""], ""original_width"": 3158, ""original_height"": 1659}, {""x"": 32.27088527589939, ""y"": 1.154365350387327, ""width"": 32.30192917342266, ""height"": 49.77992224822604, ""rotation"": 0, ""rectanglelabels"": [""B""], ""original_width"": 3158, ""original_height"": 1659}, {""x"": 66.37498651298966, ""y"": 0.0, ""width"": 32.12001316913732, ""height"": 46.76891125329963, ""rotation"": 0, ""rectanglelabels"": [""C""], ""original_width"": 3158, ""original_height"": 1659}, {""x"": 0.6662761839297322, ""y"": 51.063069547429585, ""width"": 34.5612042027136, ""height"": 48.15137347057671, ""rotation"": 0, ""rectanglelabels"": [""D""], ""original_width"": 3158, ""original_height"": 1659}, {""x"": 33.35637835714624, ""y"": 49.93821075442416, ""width"": 32.112989782577195, ""height"": 49.906029758486255, ""rotation"": 0, ""rectanglelabels"": [""E""], ""original_width"": 3158, ""original_height"": 1659}, {""x"": 66.87744873982967, ""y"": 48.96454778712183, ""width"": 32.7672814638766, ""height"": 47.60129778488363, ""rotation"": 0, ""rectanglelabels"": [""F""], ""original_width"": 3158, ""original_height"": 1659}]",171.333,2026-05-23T06:05:38.658965Z
2,,2026-05-20T05:58:21.582729Z,3005,/data/local-files/?d=alloy_elsevier_contents/img102.jpg,"[{""x"": 0.0, ""y"": 0.20207083106673007, ""width"": 98.73627114487405, ""height"": 100.0, ""rotation"": 0, ""rectanglelabels"": [""single""], ""original_width"": 3548, ""original_height"": 956}]",196.345,2026-05-21T19:52:53.582751Z
2,,2026-05-18T21:41:19.453391Z,3006,/data/local-files/?d=alloy_elsevier_contents/img1023.jpg,"[{""x"": 1.318307858670227, ""y"": 0.30560685009327726, ""width"": 31.966821400687195, ""height"": 49.04550220735714, ""rotation"": 0, ""rectanglelabels"": [""A""], ""original_width"": 3159, ""original_height"": 1579}, {""x"": 33.88266516702379, ""y"": 0.0, ""width"": 32.266575658263626, ""height"": 50.14496549625614, ""rotation"": 0, ""rectanglelabels"": [""B""], ""original_width"": 3159, ""original_height"": 1579}, {""x"": 67.2101975532, ""y"": 0.0, ""width"": 33.292164142825115, ""height"": 49.01973506305278, ""rotation"": 0, ""rectanglelabels"": [""C""], ""original_width"": 3159, ""original_height"": 1579}, {""x"": 0.0, ""y"": 49.67052013752387, ""width"": 33.316569347859975, ""height"": 49.03408074670822, ""rotation"": 0, ""rectanglelabels"": [""D""], ""original_width"": 3159, ""original_height"": 1579}, {""x"": 32.58788220030298, ""y"": 48.86951617043336, ""width"": 33.53884877791358, ""height"": 49.03028843902721, ""rotation"": 0, ""rectanglelabels"": [""E""], ""original_width"": 3159, ""original_height"": 1579}, {""x"": 68.1646168465301, ""y"": 51.423017661771325, ""width"": 31.76421524215421, ""height"": 48.86990244209673, ""rotation"": 0, ""rectanglelabels"": [""F""], ""original_width"": 3159, ""original_height"": 1579}]",179.284,2026-05-18T22:49:33.996002Z
2,,2026-05-22T17:13:21.340024Z,3007,/data/local-files/?d=alloy_elsevier_contents/img1024.jpg,"[{""x"": 0.8538582728723015, ""y"": 52.43219369015899, ""width"": 99.0712297430856, ""height"": 47.28108974582738, ""rotation"": 0, ""rectanglelabels"": [""B""], ""original_width"": 1722, ""original_height"": 1280}, {""x"": 0.0, ""y"": 0.0, ""width"": 99.90107400410999, ""height"": 50.58156353134527, ""rotation"": 0, ""rectanglelabels"": [""A""], ""original_width"": 1722, ""original_height"": 1280}]",86.782,2026-05-24T05:09:28.340064Z
2,,2026-05-19T12:11:28.159302Z,3008,/data/local-files/?d=alloy_elsevier_contents/img1026.jpg,"[{""x"": 67.33493782798698, ""y"": 0.0, ""width"": 31.625753281321167, ""height"": 29.224432218948714, ""rotation"": 0, ""rectanglelabels"": [""C""], ""original_width"": 2764, ""original_height"": 2358}, {""x"": 1.4214032518886126, ""y"": 0.0, ""width"": 33.69798616793918, ""height"": 30.40444869115094, ""rotation"": 0, ""rectanglelabels"": [""A""], ""original_width"": 2764, ""original_height"": 2358}, {""x"": 32.362240088199144, ""y"": 0.456434681995566, ""width"": 32.99499837793724, ""height"": 27.880821583232766, ""rotation"": 0, ""rectanglelabels"": [""B""], ""original_width"": 2764, ""original_height"": 2358}, {""x"": 0.0, ""y"": 30.562942459781404, ""width"": 99.20913847162504, ""height"": 19.50979900796528, ""rotation"": 0, ""rectanglelabels"": [""unlabel""], ""original_width"": 2764, ""original_height"": 2358}, {""x"": 66.8721563236518, ""y"": 51.501316647585604, ""width"": 34.27924752679297, ""height"": 27.864895107126667, ""rotation"": 0, ""rectanglelabels"": [""F""], ""original_width"": 2764, ""original_height"": 2358}, {""x"": 0.0, ""y"": 50.544292218647804, ""width"": 34.35147315093933, ""height"": 29.72637181330445, ""rotation"": 0, ""rectanglelabels"": [""D""], ""original_width"": 2764, ""original_height"": 2358}, {""x"": 32.8249464605428, ""y"": 51.3463860865875, ""width"": 33.763434882507724, ""height"": 29.721068328374947, ""rotation"": 0, ""rectanglelabels"": [""E""], ""original_width"": 2764, ""original_height"": 2358}, {""x"": 0.48561393585223556, ""y"": 79.82027578537077, ""width"": 99.06969360180287, ""height"": 19.292841144834732, ""rotation"": 0, ""rectanglelabels"": [""unlabel""], ""original_width"": 2764, ""original_height"": 2358}]",354.662,2026-05-19T17:57:54.159322Z
2,,2026-05-25T12:39:13.343099Z,3009,/data/local-files/?d=alloy_elsevier_contents/img1027.jpg,"[{""x"": 50.52149815262454, ""y"": 1.058159676144879, ""width"": 48.459351179952456, ""height"": 100.0, ""rotation"": 0, ""rectanglelabels"": [""B""], ""original_width"": 2765, ""original_height"": 1123}, {""x"": 0.0, ""y"": 0.0, ""width"": 49.772158315484084, ""height"": 100.0, ""rotation"": 0, ""rectanglelabels"": [""A""], ""original_width"": 2765, ""original_height"": 1123}]",36.41,2026-05-20T14:42:40.343122Z
